City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
289,Hadibu,12.65,54.0333,88.21,54,1,4.7,YE,clear sky
290,Faya-Largeau,17.9257,19.1043,93.09,20,0,24.16,TD,sand
291,Naze,28.3667,129.4833,68.92,91,100,21.21,JP,overcast clouds
292,Qamdo,31.1667,97.2333,53.53,15,100,19.73,CN,overcast clouds
293,Upington,-28.4478,21.2561,66.58,39,0,6.91,ZA,clear sky
294,Tynda,55.1667,124.7167,37.49,81,100,7.27,RU,overcast clouds
295,Belyy Yar,53.6039,91.3903,75.09,20,0,11.18,RU,clear sky
296,General Toshevo,43.7,28.0333,69.28,39,39,8.01,BG,scattered clouds
297,Tateyama,34.9833,139.8667,69.73,94,75,14.97,JP,light intensity shower rain
298,Uliastay,47.7417,96.8444,47.97,53,100,3.58,MN,overcast clouds
299,Klaksvik,62.2266,-6.589,49.12,97,100,17.49,FO,overcast clouds
300,Iwanai,42.9744,140.5089,45.12,72,93,5.59,JP,overcast clouds
301,Nanao,37.05,136.9667,56.26,97,100,13.29,JP,light rain
302,Warmbad,-28.45,18.7333,67.57,24,0,4.92,NA,clear sky
303,Idri,27.5,13.2667,88.03,12,9,7.11,LY,clear sky
304,Patrocinio,-18.9439,-46.9925,59.11,88,1,4.25,BR,clear sky
305,Newman,37.3138,-121.0208,53.83,91,43,1.01,US,scattered clouds
306,Maumere,-8.6199,122.2111,81.57,80,23,6.35,ID,few clouds
307,Rio Grande,-32.035,-52.0986,68.23,98,100,5.64,BR,moderate rain
308,Al Mutayrifi,25.4788,49.5576,102.54,8,1,4.5,SA,clear sky
309,Pak Phanang,8.3511,100.202,95.02,67,99,2.82,TH,overcast clouds
310,Lambarene,-0.7001,10.2406,84.22,74,40,0.98,GA,scattered clouds
311,Berdigestyakh,62.0989,126.6992,30.27,92,86,13.4,RU,overcast clouds
312,Port Saint John'S,-31.6229,29.5448,71.08,66,99,9.75,ZA,overcast clouds
313,Grande Prairie,55.1667,-118.8027,50.18,46,100,11.5,CA,overcast clouds
314,Kostomuksha,64.571,30.5767,35.42,100,83,4.54,RU,broken clouds
315,Antsiranana,-12.2787,49.2917,90.36,45,40,20.71,MG,scattered clouds
316,Amboasary,-25.0333,46.3833,86.67,42,3,5.28,MG,clear sky
317,Isla Vista,34.4133,-119.861,55.0,91,0,0.0,US,clear sky
318,Northam,51.0333,-4.2167,58.66,84,67,7.2,GB,broken clouds
319,Laguna,38.421,-121.4238,50.92,88,0,6.91,US,clear sky
320,Kolonia Town,6.964,158.206,83.46,79,100,10.18,FM,light rain
321,South Hedland,-20.4089,118.5983,80.53,54,43,8.05,AU,scattered clouds
322,Viedma,-40.8135,-62.9967,52.29,76,2,6.64,AR,clear sky
323,Antalaha,-14.9003,50.2788,82.6,64,7,11.59,MG,clear sky
324,Markala,13.7021,-6.0659,99.43,24,86,16.44,ML,overcast clouds
325,Belle Chasse,29.8549,-89.9906,72.0,92,20,4.61,US,few clouds
326,Lincoln City,44.9582,-124.0179,48.36,93,85,5.01,US,overcast clouds
327,Puerto Baquerizo Moreno,-0.9,-89.6,78.8,87,98,9.19,EC,light rain
328,Melekeok Village,7.4957,134.6367,82.81,68,17,6.26,PW,few clouds
329,Dadhar,29.4753,67.6514,101.62,4,0,19.51,PK,clear sky
330,Fisterra,42.9049,-9.2629,67.01,76,68,6.46,ES,broken clouds
331,Olinda,-8.0089,-34.8553,78.53,78,40,5.75,BR,scattered clouds
332,Tafo,6.7345,-1.6127,87.24,54,100,5.06,GH,overcast clouds
333,Lata,40.1629,-8.3327,67.08,53,43,6.64,PT,scattered clouds
334,Vredendal,-31.6683,18.5012,67.75,51,0,4.12,ZA,clear sky
335,Fredericksburg,38.3032,-77.4605,55.38,91,75,0.0,US,broken clouds
336,Hotan,37.0997,79.9269,64.89,15,100,9.51,CN,overcast clouds
337,Tchibanga,-2.85,11.0333,85.98,66,100,3.4,GA,overcast clouds
338,Leava,-14.3,-178.1667,82.96,76,16,7.09,WF,few clouds
339,Ha'Il,27.5219,41.6907,87.82,11,0,11.5,SA,clear sky
340,Yaren,-0.5472,166.916,83.91,77,27,11.32,NR,scattered clouds
341,Fort St. John,56.2499,-120.8529,51.69,43,100,10.36,CA,smoke
342,Natal,-5.795,-35.2094,75.85,100,20,5.75,BR,few clouds
343,Greenville,35.6127,-77.3663,57.22,96,0,0.0,US,clear sky
344,Cumra,37.5732,32.7745,65.16,40,98,4.07,TR,overcast clouds
345,Aripuana,-9.1667,-60.6333,72.37,99,100,2.15,BR,overcast clouds
346,Saint-Denis,48.9167,2.3333,63.75,91,100,6.91,FR,overcast clouds
347,Oliena,40.2723,9.403,69.03,35,39,6.11,IT,scattered clouds
348,Stephenville,32.2207,-98.2023,66.99,93,100,8.05,US,overcast clouds
349,Korla,41.7597,86.1469,54.79,36,56,6.53,CN,broken clouds
350,Ketchikan,55.3422,-131.6461,48.18,82,100,3.91,US,overcast clouds
351,Walvis Bay,-22.9575,14.5053,61.75,77,20,2.3,NA,few clouds
352,Quellon,-43.1167,-73.6167,48.45,87,20,5.75,CL,few clouds
353,Bubaque,11.2833,-15.8333,77.92,74,5,9.84,GW,clear sky
354,Utrik,11.2278,169.8474,80.85,82,79,19.08,MH,broken clouds
355,Mount Gambier,-37.8333,140.7667,45.18,69,100,3.38,AU,overcast clouds
356,Port-Vila,-17.7338,168.3219,78.94,81,42,9.78,VU,scattered clouds
357,San Felipe,10.3399,-68.7425,73.51,96,99,2.06,VE,overcast clouds
358,Nakambala,-15.8324,27.7799,82.87,24,0,7.81,ZM,clear sky
359,Puerto Ayacucho,5.6639,-67.6236,80.55,70,77,4.34,VE,broken clouds
360,Floro,61.5996,5.0328,58.23,38,15,8.05,NO,few clouds
361,Yantarnyy,54.8717,19.9381,55.26,73,30,13.67,RU,scattered clouds
362,Miracema Do Tocantins,-9.5618,-48.3967,73.94,91,99,1.19,BR,overcast clouds
363,Anatuya,-28.4606,-62.8347,56.16,89,13,3.71,AR,few clouds
364,Sisimiut,66.9395,-53.6735,30.78,94,100,7.81,GL,light snow
365,Inhuma,-6.6683,-41.7078,71.62,79,38,6.31,BR,scattered clouds
366,Teknaf,20.8624,92.3058,90.52,54,0,12.93,BD,clear sky
367,Atafu Village,-8.5421,-172.5159,84.33,78,14,14.92,TK,few clouds
368,Centerville,39.6284,-84.1594,63.1,88,100,8.05,US,moderate rain
369,Urengoy,65.9667,78.3667,32.45,96,100,13.96,RU,light snow
370,Broken Hill,-31.95,141.4333,49.84,40,2,10.4,AU,clear sky
371,Fomboni,-12.28,43.7425,81.45,69,15,13.33,KM,few clouds
372,Yuzhno-Sukhokumsk,44.6581,45.6436,69.12,48,100,21.68,RU,overcast clouds
373,Cockburn Town,21.4612,-71.1419,79.05,76,8,13.53,TC,clear sky
374,Mariehamn,60.0973,19.9348,44.46,57,0,12.66,AX,clear sky
375,Dudinka,69.4058,86.1778,13.62,88,54,3.67,RU,broken clouds
376,Ivdel',60.6911,60.4206,48.45,45,100,9.15,RU,overcast clouds
377,Oswestry,52.862,-3.055,63.55,83,62,1.99,GB,broken clouds
378,Kuragino,53.8975,92.6725,73.51,26,5,6.85,RU,clear sky
379,Hailin,44.5833,129.4167,56.32,48,82,4.21,CN,broken clouds
380,Grand Falls-Windsor,48.9332,-55.6649,33.51,92,95,5.55,CA,overcast clouds
381,Ati,13.2154,18.3353,105.51,6,100,15.68,TD,overcast clouds
382,Luganville,-15.5333,167.1667,79.63,82,33,5.64,VU,scattered clouds
383,Lashio,22.9333,97.75,92.95,28,73,6.62,MM,broken clouds
384,Panuco,22.05,-98.1667,77.16,89,100,4.7,MX,overcast clouds
385,Slave Lake,55.2834,-114.769,44.58,65,75,5.75,CA,broken clouds
386,Afaahiti,-17.75,-149.2833,73.27,81,72,14.29,PF,light rain
387,Pachino,36.7186,15.0907,66.45,64,28,9.48,IT,scattered clouds
388,Portland,45.5234,-122.6762,51.78,85,99,8.01,US,overcast clouds
389,Richards Bay,-28.783,32.0377,77.31,73,82,11.81,ZA,broken clouds
390,Mokshan,53.4365,44.6132,46.42,40,15,10.83,RU,few clouds
391,Susuman,62.7833,148.1667,28.76,82,23,1.43,RU,few clouds
392,Lindi,-10.0,39.7167,88.07,47,10,5.79,TZ,clear sky
393,Poggiardo,40.0542,18.3791,72.46,51,6,1.95,IT,clear sky
394,Minzhu,43.7286,127.3447,57.51,41,36,2.48,CN,scattered clouds
395,Xinyuan,37.3,99.0,42.06,60,100,14.72,CN,overcast clouds
396,Ceres,37.5949,-120.9577,53.8,87,20,0.0,US,few clouds
397,Saint-Joseph,-21.3667,55.6167,80.98,68,13,13.91,RE,few clouds
398,Salahonda,2.1019,-78.7217,79.75,88,100,6.62,CO,overcast clouds
399,Sao Felix Do Xingu,-6.6447,-51.995,71.35,99,100,1.25,BR,overcast clouds
400,Raduzhnyy,62.0961,77.475,58.21,89,55,5.79,RU,broken clouds
401,Laguna De Perlas,12.3429,-83.6712,80.42,73,98,12.06,NI,overcast clouds
402,Sur,22.5667,59.5289,90.95,37,0,7.4,OM,clear sky
403,Luderitz,-26.6481,15.1594,70.02,41,0,14.79,NA,clear sky
404,Ljusdal,61.8288,16.0913,52.47,39,100,7.58,SE,overcast clouds
405,Ulladulla,-35.35,150.4667,43.77,92,100,16.28,AU,moderate rain
406,Okha,53.5739,142.9478,33.01,87,70,1.77,RU,broken clouds
407,Illizi,26.4833,8.4667,93.0,6,100,13.38,DZ,overcast clouds
408,Vadso,70.0744,29.7487,45.48,52,20,12.66,NO,few clouds
409,Gilgit,35.9221,74.3087,65.16,39,100,7.65,PK,overcast clouds
410,El Bauga,18.262,33.9081,106.45,5,11,15.39,SD,few clouds
411,Saint Johnsbury,44.4192,-72.0151,47.52,86,10,0.0,US,clear sky
412,Menaka,15.9182,2.4022,100.58,18,99,6.11,ML,overcast clouds
413,Bani Walid,31.7566,13.9942,83.84,18,65,7.85,LY,broken clouds
414,Kodinsk,58.6881,99.1844,51.67,50,91,4.45,RU,overcast clouds
415,Kaa-Khem,51.6833,94.7333,66.6,29,100,0.85,RU,overcast clouds
416,Nova Xavantina,-14.6667,-52.35,67.89,81,98,3.09,BR,overcast clouds
417,La Passe,45.5549,-0.8967,63.03,76,16,11.45,FR,light rain
418,Kenai,60.5544,-151.2583,37.49,94,100,3.44,US,overcast clouds
419,East Ballina,-28.8667,153.5833,68.02,49,21,16.6,AU,few clouds
420,Smithers,54.7804,-127.1743,44.92,100,100,4.61,CA,light rain
421,Flying Fish Cove,-10.4217,105.6791,83.88,78,83,5.75,CX,broken clouds
422,Houlton,46.1262,-67.8403,49.71,72,0,0.0,US,clear sky
423,Assai,-23.3733,-50.8414,67.86,97,88,3.67,BR,overcast clouds
424,Luwingu,-10.2621,29.9271,74.98,44,0,6.17,ZM,clear sky
425,Yulinshi,38.2906,109.7494,60.06,39,100,10.11,CN,moderate rain
426,Plettenberg Bay,-34.0527,23.3716,64.56,72,95,2.62,ZA,overcast clouds
427,Minot,48.2325,-101.2963,50.22,76,100,5.75,US,overcast clouds
428,Bouar,5.934,15.596,70.65,90,100,7.72,CF,overcast clouds
429,Poronaysk,49.2167,143.1167,40.69,71,33,2.86,RU,scattered clouds
430,Palmer,42.1584,-72.3287,52.84,77,3,2.13,US,clear sky
431,Springfield,37.2153,-93.2982,71.64,91,100,7.0,US,overcast clouds
432,Sirjan,29.452,55.6814,82.31,6,0,5.82,IR,clear sky
433,Katsuura,35.1333,140.3,69.82,94,100,11.23,JP,moderate rain
434,Irymple,-34.25,142.1667,48.09,57,11,12.62,AU,few clouds
435,Coahuayana De Hidalgo,18.7,-103.6583,74.73,73,0,4.27,MX,clear sky
436,Dawei,14.0833,98.2,89.71,62,52,9.48,MM,broken clouds
437,Sumbawa Besar,-8.5,117.4333,79.56,80,62,2.06,ID,broken clouds
438,Zhigalovo,54.8097,105.1578,51.12,48,39,7.67,RU,scattered clouds
439,Limon,10.0,-83.0333,76.05,80,100,4.12,CR,overcast clouds
440,Turuntayevo,52.2,107.6167,66.29,32,43,9.73,RU,scattered clouds
441,Tomatlan,19.9333,-105.25,72.16,68,1,0.6,MX,clear sky
442,Wum,6.3833,10.0667,82.47,55,94,1.72,CM,overcast clouds
443,Tutong,4.8,114.65,84.29,87,94,8.05,BN,moderate rain
444,Bereznik,62.8551,42.7072,42.44,34,35,11.79,RU,scattered clouds
445,Wotho,10.1657,166.0102,81.66,81,62,18.86,MH,broken clouds
446,Melilla,35.2937,-2.9383,79.0,44,0,14.97,ES,clear sky
447,Arkhangel'Sk,64.5401,40.5433,38.82,67,100,10.54,RU,light rain
448,Praia,14.9215,-23.5087,75.74,60,20,21.85,CV,few clouds
449,Crane,31.3974,-102.3501,71.78,78,93,5.86,US,overcast clouds
450,Shiqian,27.5225,108.2281,59.61,85,100,3.42,CN,overcast clouds
451,Lompoc,34.6391,-120.4579,54.79,87,0,10.0,US,clear sky
452,Lesnoy,57.6198,63.0784,63.0,45,54,19.55,RU,broken clouds
453,Ciudad Melchor Muzquiz,27.8833,-101.5167,78.13,50,70,3.15,MX,broken clouds
454,Remire-Montjoly,4.9167,-52.2667,77.04,94,0,0.0,GF,clear sky
455,Mogadishu,2.0371,45.3438,87.67,74,75,11.5,SO,broken clouds
456,Hami,42.8,93.45,62.55,16,0,9.42,CN,clear sky
457,Araguaina,-7.1911,-48.2072,74.34,91,100,1.45,BR,overcast clouds
458,Izberbash,42.5696,47.8645,55.45,80,96,11.16,RU,overcast clouds
459,Whangarei,-35.7317,174.3239,65.1,92,90,7.54,NZ,overcast clouds
460,Acarau,-2.8856,-40.12,77.79,85,21,10.45,BR,few clouds
461,Trelissac,45.1977,0.7862,66.85,72,86,4.63,FR,light rain
462,Inari,68.906,27.0288,44.8,75,98,9.6,FI,overcast clouds
463,Eenhana,-17.4667,16.3333,87.93,21,5,5.14,NA,clear sky
464,Ola,59.5833,151.2833,43.14,87,13,4.74,RU,few clouds
465,Kismayo,-0.3582,42.5454,85.66,63,9,14.0,SO,clear sky
466,Belmonte,-15.8631,-38.8828,73.72,87,49,8.95,BR,scattered clouds
467,Qaqortoq,60.7167,-46.0333,35.94,63,100,5.68,GL,overcast clouds
468,Kavaratti,10.5669,72.642,84.0,69,93,12.44,IN,overcast clouds
469,Finote Selam,10.7,37.2667,85.71,25,71,3.96,ET,broken clouds
470,Port Lincoln,-34.7333,135.8667,55.94,58,69,8.97,AU,broken clouds
471,Realico,-35.0366,-64.2447,45.7,78,70,3.83,AR,broken clouds
472,El Porvenir,13.7617,-87.3458,72.73,63,99,5.95,HN,overcast clouds
473,Markovo,57.3206,107.0881,43.56,71,99,8.21,RU,light rain
474,Juan Griego,11.0817,-63.9655,66.33,100,80,13.8,VE,broken clouds
475,Ngaruawahia,-37.6674,175.1555,63.19,92,100,3.0,NZ,overcast clouds
476,Plock,52.5468,19.7064,51.49,57,77,12.93,PL,broken clouds
477,Tofol,5.3248,163.0078,83.59,78,94,10.71,FM,light rain
478,Portsmouth,50.799,-1.0913,58.75,97,66,2.44,GB,broken clouds
479,Padang,-0.9492,100.3543,82.45,88,100,3.76,ID,light rain
480,Akureyri,65.6835,-18.0878,49.93,76,0,2.3,IS,clear sky
481,Kabo,7.6994,18.629,93.99,38,100,6.49,CF,overcast clouds
482,Castillos,-34.1667,-53.8333,61.2,94,99,7.31,UY,overcast clouds
483,Grand-Lahou,5.1367,-5.0242,86.13,66,100,8.3,CI,overcast clouds
484,Ust-Tsilma,65.441,52.1498,27.3,84,100,13.8,RU,overcast clouds
485,Hammerfest,70.6634,23.6821,39.65,81,75,17.27,NO,light rain
486,Totness,5.8833,-56.3167,76.78,89,55,7.25,SR,broken clouds
487,Mammoth Lakes,37.6485,-118.9721,29.12,69,100,10.36,US,overcast clouds
488,Turkmenbasy,40.0222,52.9552,74.17,33,0,11.5,TM,clear sky
489,Puerto Maldonado,-12.6,-69.1833,70.57,100,98,1.32,PE,heavy intensity rain
490,El Charco,2.4769,-78.1105,75.42,97,100,3.47,CO,overcast clouds
491,Puerto Colombia,10.9878,-74.9547,80.69,84,82,15.43,CO,broken clouds
492,Angaur State,6.906,134.13,83.64,65,57,4.81,PW,broken clouds
493,Sudogda,55.9539,40.8629,45.9,33,95,10.49,RU,overcast clouds
494,Kyabe,9.4515,18.9449,98.31,30,49,7.45,TD,scattered clouds
495,Kiunga,-6.1219,141.2906,78.08,94,92,3.06,PG,overcast clouds
496,Kapadvanj,23.0167,73.0667,103.78,17,9,10.4,IN,clear sky
497,Ambato Boeny,-16.4667,46.7167,90.73,40,0,4.38,MG,clear sky
498,Katsuren-Haebaru,26.3369,127.8719,75.22,97,75,10.36,JP,light rain
499,Tadine,-21.55,167.8833,75.87,76,1,9.19,NC,clear sky
500,Christchurch,-43.5333,172.6333,56.91,89,75,5.75,NZ,broken clouds
501,Anaconda,46.1285,-112.9423,36.59,91,55,4.16,US,broken clouds
502,Umea,63.8284,20.2597,48.13,61,0,10.36,SE,clear sky
503,Monrovia,6.3005,-10.7969,83.97,70,89,1.1,LR,light rain
504,Lakatoro,-16.0999,167.4164,79.2,81,21,7.83,VU,few clouds
505,Firmat,-33.4594,-61.4832,50.92,90,0,5.7,AR,clear sky
506,Dhar,22.6,75.3,98.11,19,62,6.73,IN,broken clouds
507,Masterton,-40.9597,175.6575,59.88,91,100,3.11,NZ,overcast clouds
508,Pedregal,8.3667,-82.4333,79.23,73,100,5.44,PA,overcast clouds
509,Wonju,37.3514,127.9453,53.4,67,100,4.0,KR,overcast clouds
510,Kasson,44.03,-92.7507,58.32,92,100,9.22,US,fog
511,Seme,15.1942,-12.9448,96.62,10,77,3.6,SN,broken clouds
512,Surab,28.4914,66.2585,74.23,9,0,27.96,PK,clear sky
513,Forest,37.3638,-79.2897,55.24,92,100,0.0,US,overcast clouds
514,Takoradi,4.8845,-1.7554,83.77,71,100,3.65,GH,overcast clouds
515,Preobrazheniye,42.9019,133.9064,45.66,66,87,1.99,RU,overcast clouds
516,Tres Arroyos,-38.3739,-60.2798,54.3,91,100,11.68,AR,overcast clouds
517,Keelung,25.1283,121.7419,75.06,91,100,11.68,TW,light rain
518,Pedro Carbo,-1.8333,-80.2333,74.07,92,100,1.16,EC,overcast clouds
519,Kalmunai,7.4167,81.8167,84.87,68,98,11.99,LK,overcast clouds
520,Jwaneng,-24.6004,24.7303,82.36,20,97,14.94,BW,overcast clouds
521,Oranjemund,-28.55,16.4333,63.84,58,0,10.78,NA,clear sky
522,Tanjung Pandan,-2.75,107.65,82.69,80,100,7.99,ID,overcast clouds
523,Baruun-Urt,46.6806,113.2792,64.63,16,28,13.0,MN,scattered clouds
524,Lepsy,46.235,78.9456,66.85,26,98,4.03,KZ,overcast clouds
525,Thinadhoo,0.5333,72.9333,84.31,74,100,17.87,MV,overcast clouds
526,Meridian,43.6121,-116.3915,47.25,91,100,4.61,US,heavy intensity rain
527,Taro,-8.3862,115.28,77.0,91,100,2.21,ID,overcast clouds
528,Undurkhaan,47.3194,110.6556,65.5,17,67,8.79,MN,broken clouds
529,Ambodifotatra,-16.9833,49.85,77.94,75,2,10.29,MG,light rain
530,Westport,41.1415,-73.3579,56.19,67,6,4.0,US,clear sky
531,Auki,-8.7676,160.7034,79.43,88,24,2.71,SB,few clouds
532,Antigonish,45.6169,-61.9986,32.27,83,7,4.34,CA,clear sky
533,Upper Hutt,-41.1383,175.0502,62.73,27,100,3.62,NZ,overcast clouds
534,Heunghae,36.1125,129.3522,50.4,88,100,15.28,KR,overcast clouds
535,Neryungri,56.6709,124.6491,33.44,82,100,9.93,RU,overcast clouds
536,Greymouth,-42.4667,171.2,58.91,97,100,3.65,NZ,overcast clouds
537,Touba,8.2833,-7.6833,87.12,49,100,4.7,CI,overcast clouds
538,Turaif,31.6725,38.6637,73.65,25,20,9.22,SA,few clouds
539,Tamanrasset,22.785,5.5228,89.51,9,0,10.36,DZ,clear sky
540,Panevezys,55.7333,24.35,50.41,39,19,6.26,LT,few clouds
541,Uglegorsk,49.0833,142.0333,39.88,72,57,4.36,RU,broken clouds
542,Fort Bragg,35.139,-79.006,60.35,87,0,8.05,US,clear sky
543,At Taj,24.2049,23.2857,80.19,19,0,3.85,LY,clear sky
544,Tsiombe,-25.3,45.4833,87.35,38,3,5.59,MG,clear sky
545,Williams Lake,52.1415,-122.1445,49.57,97,100,4.61,CA,overcast clouds
546,Kavieng,-2.5744,150.7967,82.69,76,99,6.2,PG,light rain
547,Jha-Jha,24.7667,86.3667,104.79,13,0,15.01,IN,clear sky
548,Cabo San Lucas,22.8909,-109.9124,72.05,54,83,11.83,MX,broken clouds
549,Gazli,40.1333,63.45,73.92,28,22,5.19,UZ,few clouds
550,Zuunmod,47.7069,106.9528,60.03,20,100,7.56,MN,overcast clouds
551,Sulak,43.2734,47.5146,59.25,75,98,20.49,RU,overcast clouds
552,Domna,51.8971,113.1573,60.04,12,17,26.84,RU,few clouds
553,Jeddah,21.5169,39.2192,94.86,41,20,14.97,SA,few clouds
554,Phibun Mangsahan,15.2447,105.2291,103.98,55,76,13.18,TH,broken clouds
555,Thief River Falls,48.1191,-96.1812,47.35,95,100,14.97,US,overcast clouds
556,Vilyuysk,63.7553,121.6247,26.69,79,100,10.58,RU,overcast clouds
557,Newport,51.5877,-2.9984,61.12,84,40,7.02,GB,scattered clouds
558,El Nido,11.1858,119.3956,83.62,73,77,8.7,PH,broken clouds
559,Sirkazhi,11.2333,79.7333,78.46,88,100,10.87,IN,overcast clouds
560,Itupiranga,-5.1347,-49.3267,75.52,97,88,1.5,BR,overcast clouds
561,Quelimane,-17.8786,36.8883,82.35,61,40,8.05,MZ,scattered clouds
562,Vilyuchinsk,52.9306,158.4028,44.26,78,76,6.91,RU,broken clouds
563,Mirabad,30.4362,61.8383,94.1,5,0,10.58,AF,clear sky
564,Selfoss,63.9331,-20.9971,54.05,79,100,15.03,IS,overcast clouds
565,Marianna,30.7744,-85.2269,66.85,82,0,5.75,US,clear sky
566,Guelmim,28.987,-10.0574,66.54,68,40,4.61,MA,scattered clouds
567,Codrington,-38.2667,141.9667,51.87,54,95,12.37,AU,overcast clouds
568,Dryden,49.7833,-92.7503,44.89,93,100,8.05,CA,overcast clouds
569,Branik,50.036,14.4124,58.84,73,75,4.0,CZ,broken clouds
570,Toliara,-23.35,43.6667,82.29,51,0,9.35,MG,clear sky
571,Labytnangi,66.6572,66.4183,22.64,94,100,24.16,RU,snow
572,Veraval,20.9,70.3667,86.94,62,42,15.46,IN,scattered clouds
573,Cova Figueira,14.8905,-24.2934,68.7,76,0,18.1,CV,clear sky
574,Bodo,67.28,14.405,46.94,72,40,19.57,NO,scattered clouds
575,Itoman,26.1247,127.6694,75.22,96,75,12.66,JP,mist
576,Ibshaway,29.358,30.6814,79.54,32,0,12.03,EG,clear sky
577,Puerto Carreno,6.189,-67.4859,78.44,78,93,2.17,CO,overcast clouds
578,San Luis De La Loma,17.2706,-100.8939,80.02,74,0,1.99,MX,clear sky
579,Ciudad Lazaro Cardenas,17.9583,-102.2,76.95,86,0,4.34,MX,clear sky
580,Benavente,42.0025,-5.6783,62.92,55,52,4.79,ES,broken clouds
581,Port Blair,11.6667,92.75,86.54,68,100,5.19,IN,overcast clouds
